"intnr","id","inttime","ctry","weight","compd","gdr","b_y","b_m","ageq","smas1","smas2","smas3","smas4","smas5","smas6","smas7","smas8","smas9","smas"
848,9848,1262,"Colombia",0.8074507,"20210425","Boy",2008,1,13,3,5,5,3,5,5,4,5,4,4.333333
851,9851,684,"Colombia",0.9973123,"20210425","Boy",2007,3,14,5,5,5,5,4,5,2,3,3,4.111111
859,9859,1641,"Colombia",1.113157,"20210425","Boy",2008,6,12,5,5,5,5,4,5,5,5,5,4.888889
860,9860,1054,"Colombia",0,"20210425","Girl",2008,10,12,4,5,4,3,2,3,3,4,4,3.555556
862,9862,1889,"Colombia",1.935892,"20210425","Girl",2008,6,12,5,4,3,2,2,4,3,3,2,3.111111
863,9863,1406,"Colombia",0.9481936,"20210425","Girl",2008,6,12,4,5,5,5,5,4,5,5,3,4.555556
865,9865,1261,"Colombia",1.12316,"20210425","Boy",2006,5,14,3,5,3,5,3,4,4,5,3,3.888889
867,9867,1316,"Colombia",0.9391435,"20210425","Boy",2007,7,13,5,5,5,5,3,5,5,5,2,4.444444
868,9868,825,"Colombia",1.162917,"20210425","Girl",2006,9,14,5,4,5,5,2,4,4,5,5,4.333333
869,9869,733,"Colombia",0.9973123,"20210425","Boy",2006,10,14,4,5,4,3,2,3,2,5,4,3.555556
870,9870,971,"Colombia",0.8074507,"20210425","Boy",2007,7,13,4,5,3,2,3,4,4,5,3,3.666667
873,9873,1503,"Colombia",1.834701,"20210425","Boy",2007,12,13,5,5,5,4,1,5,4,5,4,4.222222
874,9874,1747,"Colombia",0.9973123,"20210425","Boy",2006,5,14,4,5,5,4,2,4,5,5,3,4.111111
875,9875,1177,"Colombia",0.8095017,"20210425","Girl",2008,3,13,4,5,5,3,4,5,5,5,1,4.111111
876,9876,3160,"Colombia",1.08057,"20210425","Girl",2008,4,13,5,4,4,4,3,4,3,5,2,3.777778
877,9877,973,"Colombia",1.930987,"20210425","Boy",2008,4,13,4,3,3,1,1,2,2,2,1,2.111111
878,9878,938,"Colombia",0.8095017,"20210426","Girl",2007,4,14,5,5,3,5,4,5,5,4,4,4.444444
880,9880,2002,"Colombia",0.9093403,"20210426","Boy",2007,5,13,4,5,4,3,2,4,4,5,2,3.666667
881,9881,714,"Colombia",0.941529,"20210426","Girl",2007,10,13,4,4,4,3,2,4,4,5,3,3.666667
882,9882,148,"Colombia",0.9570631,"20210426","Boy",2008,9,12,5,4,4,5,5,5,4,5,5,4.666667
886,9886,1287,"Colombia",0.9998455,"20210426","Girl",2006,7,14,5,5,4,4,4,5,5,5,5,4.666667
887,9887,934,"Colombia",1.115985,"20210426","Girl",2008,5,12,4,5,5,5,4,3,5,5,5,4.555556
888,9888,732,"Colombia",0.8074507,"20210426","Boy",2007,4,14,5,5,5,5,4,5,5,5,5,4.888889
890,9890,515,"Colombia",0.9391435,"20210426","Boy",2007,10,13,5,5,5,5,2,4,4,4,3,4.111111
891,9891,1782,"Colombia",0.03555215,"20210426","Girl",2007,12,13,4,5,4,4,5,5,4,4,3,4.222222
893,9893,801,"Colombia",0.9570631,"20210426","Boy",2008,6,12,5,5,5,3,5,5,5,4,5,4.666667
894,9894,824,"Colombia",0.7999677,"20210426","Girl",2007,6,13,4,5,4,5,4,5,3,3,4,4.111111
897,9897,1159,"Colombia",1.060338,"20210426","Girl",2007,5,13,5,4,3,3,3,3,2,4,3,3.333333
899,9899,1238,"Colombia",1.147721,"20210426","Boy",2007,12,13,5,5,5,5,4,5,5,5,4,4.777778
901,9901,480,"Colombia",0.9570631,"20210426","Boy",2009,1,12,4,5,4,4,4,4,4,4,4,4.111111
908,9908,1040,"Colombia",1.115985,"20210426","Girl",2008,6,12,4,4,3,3,2,4,3,3,5,3.444444
909,9909,935,"Colombia",0.9998455,"20210426","Girl",2006,12,14,5,5,5,5,3,4,2,5,5,4.333333
915,9915,763,"Colombia",1.159971,"20210426","Boy",2007,3,14,5,5,5,5,5,5,5,5,5,5
916,9916,451,"Colombia",0.7979409,"20210426","Boy",2007,4,14,5,5,4,4,4,4,4,4,1,3.888889
917,9917,713,"Colombia",1.657531,"20210426","Boy",2007,3,14,2,2,4,4,4,3,4,4,3,3.333333
919,9919,1290,"Colombia",0.9880698,"20210426","Girl",2006,10,14,5,5,5,4,3,5,4,5,5,4.555556
920,9920,887,"Colombia",1.309662,"20210426","Girl",2007,2,14,5,5,5,4,4,5,4,5,3,4.444444
923,9923,877,"Colombia",0.9009131,"20210426","Girl",2007,7,13,5,4,4,3,3,4,4,5,4,4
924,9924,838,"Colombia",0.9481936,"20210426","Girl",2009,3,12,5,5,5,4,2,5,4,5,5,4.444444
928,9928,688,"Colombia",0.9998455,"20210426","Girl",2006,12,14,3,5,5,4,4,5,5,5,5,4.555556
929,9929,556,"Colombia",1.126013,"20210426","Girl",2006,10,14,4,5,4,3,4,4,4,3,4,3.888889
930,9930,736,"Colombia",1.113157,"20210426","Boy",2008,9,12,1,1,5,2,5,5,3,1,3,2.888889
932,9932,856,"Colombia",0.9998455,"20210426","Girl",2006,5,14,5,5,4,3,2,4,4,5,5,4.111111
933,9933,330,"Colombia",1.112751,"20210426","Girl",2006,12,14,4,4,4,5,3,4,4,3,5,4
934,9934,826,"Colombia",1.39802,"20210426","Boy",2007,4,14,5,5,4,4,4,5,5,5,3,4.444444
936,9936,778,"Colombia",0.9973123,"20210426","Boy",2007,3,14,4,5,3,4,3,4,4,5,2,3.777778
937,9937,984,"Colombia",0.8986305,"20210426","Boy",2007,6,13,5,4,4,4,3,5,4,5,5,4.333333
940,9940,645,"Colombia",1.605181,"20210426","Girl",2008,5,12,5,5,4,4,3,5,4,5,3,4.222222
943,9943,2012,"Colombia",0.03555215,"20210426","Girl",2007,12,13,5,4,5,4,5,5,2,4,5,4.333333
944,9944,695,"Colombia",0.9973123,"20210426","Boy",2006,7,14,5,5,5,4,5,5,5,5,5,4.888889
945,9945,236,"Colombia",0.9093403,"20210426","Boy",2008,3,13,3,3,3,3,3,3,3,3,3,3
946,9946,1309,"Colombia",0.9973123,"20210426","Boy",2006,12,14,5,5,5,5,4,5,5,5,2,4.555556
949,9949,993,"Colombia",0.9391435,"20210426","Boy",2007,5,13,5,5,5,5,1,5,3,5,5,4.333333
951,9951,1119,"Colombia",1.113157,"20210426","Boy",2008,10,12,5,5,4,5,4,5,5,4,4,4.555556
952,9952,1020,"Colombia",0.9855664,"20210426","Boy",2006,8,14,5,5,5,5,5,5,4,5,3,4.666667
954,9954,1343,"Colombia",0.9457912,"20210426","Boy",2008,5,12,3,5,5,5,5,4,5,5,5,4.666667
955,9955,1167,"Colombia",0.9594941,"20210426","Girl",2008,5,12,4,5,4,4,2,4,4,4,2,3.666667
956,9956,837,"Colombia",1.162917,"20210426","Girl",2006,12,14,3,2,3,1,1,3,2,5,4,2.666667
958,9958,662,"Colombia",0.8095017,"20210426","Girl",2007,5,13,4,4,5,4,4,4,4,5,5,4.333333
959,9959,1438,"Colombia",0.9093403,"20210426","Boy",2007,11,13,4,5,4,3,3,4,4,4,4,3.888889
960,9960,578,"Colombia",1.834701,"20210426","Boy",2007,6,13,5,5,5,5,3,5,5,5,5,4.777778
961,9961,1091,"Colombia",1.115985,"20210426","Girl",2008,4,13,5,5,5,5,3,5,4,5,5,4.666667
962,9962,1270,"Colombia",0.9855664,"20210426","Boy",2006,8,14,4,5,5,5,5,4,4,5,4,4.555556
963,9963,910,"Colombia",1.162917,"20210426","Girl",2007,1,14,5,4,4,4,4,5,5,5,4,4.444444
964,9964,897,"Colombia",0.03546207,"20210426","Boy",2007,6,13,1,1,1,1,1,1,2,1,2,1.222222
967,9967,1231,"Colombia",0.9570631,"20210426","Boy",2008,12,12,4,2,5,5,3,2,4,3,4,3.555556
968,9968,958,"Colombia",0.9998455,"20210426","Girl",2007,3,14,5,5,5,5,2,4,4,5,4,4.333333
969,9969,1010,"Colombia",1.077832,"20210426","Boy",2009,1,12,5,4,4,4,2,4,4,5,3,3.888889
970,9970,1323,"Colombia",0.9594941,"20210426","Girl",2008,12,12,3,4,4,5,5,4,4,5,4,4.222222
974,9974,535,"Colombia",0.8986305,"20210426","Boy",2007,10,13,3,4,3,3,3,4,4,4,3,3.444444
977,9977,925,"Colombia",0.9481936,"20210426","Girl",2009,3,12,5,5,5,5,5,5,5,5,5,5
979,9979,761,"Colombia",0.8095017,"20210426","Girl",2007,4,14,4,5,5,4,5,4,4,5,4,4.444444
980,9980,1031,"Colombia",0.9973123,"20210426","Boy",2006,6,14,5,5,5,5,4,5,5,5,5,4.888889
981,9981,268,"Colombia",0.7979409,"20210426","Boy",2007,9,13,4,4,4,4,4,4,4,4,4,4
982,9982,1579,"Colombia",0.7979409,"20210426","Boy",2007,10,13,5,4,5,5,3,4,4,5,4,4.333333
983,9983,915,"Colombia",1.060338,"20210426","Girl",2007,6,13,5,5,5,3,5,5,4,4,2,4.222222
984,9984,1144,"Colombia",0.9570631,"20210426","Boy",2008,11,12,5,5,5,4,4,4,3,5,5,4.444444
987,9987,735,"Colombia",1.253623,"20210426","Boy",2009,2,12,5,4,3,4,5,5,4,4,3,4.111111
988,9988,499,"Colombia",0.941529,"20210426","Girl",2007,11,13,4,5,4,5,4,5,4,5,3,4.333333
989,9989,1019,"Colombia",0.9880698,"20210426","Girl",2007,1,14,1,1,5,1,4,1,2,5,4,2.666667
992,9992,530,"Colombia",2.174652,"20210426","Boy",2008,10,12,5,5,4,5,5,4,4,5,4,4.555556
993,9993,1018,"Colombia",1.421194,"20210426","Girl",2006,5,14,4,5,4,4,5,5,3,5,4,4.333333
995,9995,834,"Colombia",0.8095017,"20210426","Girl",2007,12,13,5,5,5,4,4,5,4,5,3,4.444444
997,9997,919,"Colombia",0.9998455,"20210426","Girl",2006,5,14,5,5,5,5,4,5,5,5,5,4.888889
999,9999,658,"Colombia",0.9855664,"20210426","Boy",2006,9,14,4,5,5,5,5,5,5,5,5,4.888889
1000,10000,534,"Colombia",1.113157,"20210426","Boy",2009,1,12,5,5,5,5,5,5,5,5,5,5
1003,10003,571,"Colombia",0.7979409,"20210426","Boy",2008,2,13,5,5,5,5,5,5,5,5,5,5
1005,10005,862,"Colombia",0.8095017,"20210426","Girl",2007,10,13,5,5,5,4,5,5,5,5,5,4.888889
1007,10007,2582,"Colombia",0.8074507,"20210426","Boy",2008,3,13,4,4,4,4,4,4,5,5,4,4.222222
1008,10008,826,"Colombia",0.9998455,"20210426","Girl",2007,2,14,5,5,5,5,4,5,5,5,4,4.777778
1009,10009,1441,"Colombia",0.9093403,"20210426","Boy",2007,4,14,3,5,5,4,4,4,3,5,4,4.111111
1010,10010,783,"Colombia",1.162917,"20210426","Girl",2006,9,14,5,5,4,3,3,4,4,5,4,4.111111
1012,10012,522,"Colombia",0.9998455,"20210426","Girl",2006,6,14,5,5,5,4,5,5,4,5,4,4.666667
1013,10013,803,"Colombia",1.115985,"20210427","Girl",2008,7,12,5,5,5,5,5,5,4,5,5,4.888889
1015,10015,2004,"Colombia",0.8095017,"20210427","Girl",2007,4,14,5,5,3,4,4,4,3,5,4,4.111111
1016,10016,1196,"Colombia",1.113157,"20210427","Boy",2008,10,12,5,5,5,5,4,5,4,5,5,4.777778
1019,10019,1098,"Colombia",0.08859716,"20210427","Girl",2006,12,14,3,4,4,1,2,4,5,5,5,3.666667
1020,10020,715,"Colombia",0.9570631,"20210427","Boy",2008,5,12,5,5,4,4,5,5,5,5,4,4.666667
1021,10021,1226,"Colombia",0.9855664,"20210427","Boy",2007,1,14,5,5,5,5,1,5,5,5,2,4.222222
1022,10022,1455,"Colombia",0.8095017,"20210427","Girl",2008,1,13,5,1,4,5,4,5,5,5,3,4.111111
1023,10023,1363,"Colombia",0.7999677,"20210427","Girl",2007,10,13,4,5,4,4,4,2,4,4,5,4
1024,10024,372,"Colombia",2.017305,"20210427","Girl",2006,9,14,5,5,5,5,5,4,5,5,4,4.777778
1026,10026,755,"Colombia",2.017305,"20210427","Girl",2007,2,14,5,5,3,4,3,5,5,5,4,4.333333
1027,10027,513,"Colombia",0.9457912,"20210427","Boy",2009,3,12,3,5,4,4,5,4,3,3,4,3.888889
1030,10030,1763,"Colombia",0.9998455,"20210427","Girl",2006,8,14,4,4,3,2,3,4,4,3,2,3.222222
1033,10033,924,"Colombia",0.9457912,"20210427","Boy",2008,7,12,4,5,5,5,3,5,4,5,4,4.444444
1036,10036,303,"Colombia",0.07173063,"20210427","Girl",2007,11,13,4,5,4,1,4,5,5,5,4,4.111111
1037,10037,1869,"Colombia",1.162917,"20210427","Girl",2006,12,14,5,5,5,3,5,5,5,5,5,4.777778
1038,10038,1111,"Colombia",0.04901245,"20210427","Girl",2008,7,12,5,5,4,5,2,5,5,5,5,4.555556
1040,10040,1135,"Colombia",1.065138,"20210427","Boy",2008,4,13,5,5,5,5,4,5,5,5,5,4.888889
1042,10042,1346,"Colombia",2.180176,"20210427","Girl",2008,11,12,4,5,5,3,5,5,4,4,5,4.444444
1045,10045,1241,"Colombia",0.9391435,"20210427","Boy",2007,11,13,5,5,5,5,4,4,4,5,5,4.666667
1046,10046,1566,"Colombia",0.03513343,"20210427","Girl",2007,9,13,5,5,3,4,3,4,5,4,1,3.777778
1047,10047,1924,"Colombia",0.9855664,"20210427","Boy",2007,2,14,4,2,5,5,3,5,4,4,2,3.777778
1048,10048,684,"Colombia",1.126013,"20210427","Girl",2006,10,14,5,5,5,5,5,5,5,5,5,5
1052,10052,1325,"Colombia",0.9481936,"20210427","Girl",2009,3,12,5,5,5,4,4,5,4,5,3,4.444444
1055,10055,735,"Colombia",0,"20210427","Girl",2006,10,14,5,5,5,5,1,5,5,5,5,4.555556
1058,10058,831,"Colombia",1.057651,"20210427","Boy",2007,9,13,5,5,4,5,5,5,5,5,5,4.888889
1059,10059,762,"Colombia",0.9594941,"20210427","Girl",2008,4,13,1,5,5,4,5,3,4,5,4,4
1060,10060,772,"Colombia",0.9481936,"20210427","Girl",2008,11,12,5,5,4,4,3,5,4,4,3,4.111111
1062,10062,611,"Colombia",0.8074507,"20210427","Boy",2007,8,13,5,5,5,5,3,5,5,5,5,4.777778
1065,10065,972,"Colombia",1.065138,"20210427","Boy",2008,8,12,4,5,4,3,5,5,5,5,2,4.222222
1066,10066,867,"Colombia",0.7999677,"20210427","Girl",2007,8,13,5,5,4,5,5,5,4,5,3,4.555556
1068,10068,553,"Colombia",0.0416433,"20210427","Girl",2008,4,13,5,5,5,5,4,5,4,5,5,4.777778
1071,10071,1666,"Colombia",1.113157,"20210427","Boy",2008,11,12,5,5,3,2,5,1,5,5,5,4
1072,10072,1070,"Colombia",0.9973123,"20210427","Boy",2006,10,14,4,3,4,4,3,4,4,5,3,3.777778
1073,10073,1005,"Colombia",0.9973123,"20210427","Boy",2006,9,14,5,5,5,5,2,5,5,5,2,4.333333
1078,10078,766,"Colombia",0.9855664,"20210427","Boy",2006,7,14,4,5,4,5,4,5,4,5,4,4.444444
1081,10081,502,"Colombia",0.9009131,"20210427","Girl",2007,11,13,5,5,5,5,5,5,5,5,5,5
1082,10082,730,"Colombia",1.077832,"20210427","Boy",2009,1,12,4,5,4,4,4,4,4,4,4,4.111111
1086,10086,889,"Colombia",0.9998455,"20210427","Girl",2006,9,14,5,5,4,5,4,5,4,5,5,4.666667
1087,10087,978,"Colombia",0.8074507,"20210427","Boy",2007,4,14,5,5,4,5,3,5,5,5,5,4.666667
1088,10088,1272,"Colombia",0.9093403,"20210427","Boy",2007,12,13,2,5,5,3,5,4,5,5,2,4
1089,10089,708,"Colombia",0.9855664,"20210427","Boy",2006,11,14,5,5,5,4,4,5,5,5,5,4.777778
1091,10091,860,"Colombia",0.8095017,"20210427","Girl",2007,5,13,5,5,5,5,4,3,4,5,4,4.444444
1092,10092,948,"Colombia",0.7999677,"20210427","Girl",2007,9,13,5,5,4,4,3,3,4,4,4,4
1094,10094,486,"Colombia",1.839361,"20210427","Girl",2007,5,13,5,5,5,4,5,5,4,5,5,4.777778
1099,10099,506,"Colombia",1.935892,"20210427","Girl",2009,1,12,5,5,5,5,5,5,3,5,5,4.777778
1100,10100,713,"Colombia",0.0416433,"20210427","Girl",2008,6,12,5,5,4,4,4,5,4,5,5,4.555556
1101,10101,758,"Colombia",1.126013,"20210427","Girl",2006,6,14,5,5,2,3,5,5,4,5,2,4
1102,10102,798,"Colombia",1.162917,"20210427","Girl",2006,7,14,5,5,5,5,4,4,4,5,5,4.666667
1104,10104,772,"Colombia",0.9481936,"20210427","Girl",2008,7,12,1,5,5,5,5,5,5,5,5,4.555556
1107,10107,1593,"Colombia",0.9855664,"20210427","Boy",2006,11,14,5,5,5,4,5,5,4,5,4,4.666667
1108,10108,1307,"Colombia",0.8074507,"20210427","Boy",2008,1,13,4,5,4,4,4,4,4,5,5,4.333333
1111,10111,618,"Colombia",1.115985,"20210427","Girl",2008,12,12,4,5,5,5,5,5,5,5,4,4.777778
1114,10114,2267,"Colombia",0.0413506,"20210427","Girl",2007,8,13,3,4,5,3,4,2,3,5,4,3.666667
1116,10116,884,"Colombia",0.941529,"20210427","Girl",2008,2,13,1,1,5,2,2,1,2,5,4,2.555556
1118,10118,993,"Colombia",0.7999677,"20210427","Girl",2007,11,13,4,5,4,5,4,3,2,5,4,4
1119,10119,560,"Colombia",0.9391435,"20210427","Boy",2008,1,13,4,4,3,3,4,4,3,4,3,3.555556
1120,10120,821,"Colombia",0.7979409,"20210427","Boy",2008,1,13,5,5,4,4,5,4,5,5,4,4.555556
1122,10122,843,"Colombia",0.7999677,"20210427","Girl",2008,3,13,5,5,4,5,3,4,3,4,4,4.111111
1123,10123,2187,"Colombia",0.05107366,"20210427","Girl",2006,8,14,5,5,4,5,3,4,3,4,5,4.222222
1124,10124,2180,"Colombia",0.7979409,"20210427","Boy",2007,6,13,4,5,4,2,3,3,4,5,5,3.888889
1126,10126,1355,"Colombia",0.04203284,"20210427","Boy",2009,2,12,4,5,4,5,2,4,4,5,2,3.888889
1127,10127,681,"Colombia",0.7979409,"20210427","Boy",2008,1,13,5,5,5,5,4,5,4,4,5,4.666667
1128,10128,2318,"Colombia",1.113157,"20210427","Boy",2008,5,12,5,5,5,4,5,5,4,5,3,4.555556
1129,10129,675,"Colombia",2.017305,"20210427","Girl",2006,9,14,4,5,5,4,3,5,4,5,3,4.222222
1131,10131,768,"Colombia",1.077832,"20210427","Boy",2008,6,12,5,5,4,4,1,5,4,4,5,4.111111
1132,10132,648,"Colombia",0.9594941,"20210427","Girl",2008,10,12,4,4,4,5,4,5,4,5,3,4.222222
1134,10134,855,"Colombia",0.03504442,"20210427","Boy",2007,11,13,4,4,5,3,4,5,4,5,3,4.111111
1135,10135,870,"Colombia",1.360383,"20210427","Boy",2008,10,12,5,5,5,5,4,5,4,5,5,4.777778
1136,10136,938,"Colombia",0.941529,"20210427","Girl",2008,1,13,5,5,4,3,5,3,4,5,3,4.111111
1138,10138,655,"Colombia",0.9880698,"20210427","Girl",2006,5,14,5,5,5,5,5,4,5,5,5,4.888889
1139,10139,1918,"Colombia",1.162917,"20210427","Girl",2006,6,14,4,4,5,4,5,4,4,5,5,4.444444
1140,10140,1385,"Colombia",1.839361,"20210427","Girl",2007,7,13,4,5,5,5,2,4,5,5,5,4.444444
1141,10141,850,"Colombia",1.057651,"20210427","Boy",2007,10,13,5,5,4,2,4,5,4,5,2,4
1142,10142,557,"Colombia",1.057651,"20210427","Boy",2007,8,13,5,5,5,5,4,5,4,5,5,4.777778
1143,10143,1637,"Colombia",0.8074507,"20210427","Boy",2007,4,14,5,5,5,5,5,5,4,5,4,4.777778
1145,10145,1937,"Colombia",0.9998455,"20210427","Girl",2006,8,14,5,5,5,5,2,1,5,5,3,4
1146,10146,1057,"Colombia",0.9973123,"20210427","Boy",2006,11,14,5,4,5,4,2,4,4,5,4,4.111111
1147,10147,1811,"Colombia",0.9594941,"20210427","Girl",2008,9,12,2,5,2,2,1,4,4,5,2,3
1148,10148,906,"Colombia",1.162917,"20210427","Girl",2007,2,14,3,5,4,3,4,3,4,5,4,3.888889
1149,10149,660,"Colombia",0.9093403,"20210427","Boy",2008,3,13,5,5,5,5,4,5,5,5,5,4.888889
1151,10151,1061,"Colombia",0.9973123,"20210427","Boy",2006,8,14,4,5,4,3,2,5,5,5,5,4.222222
1152,10152,1327,"Colombia",1.633264,"20210427","Girl",2007,9,13,4,5,5,5,4,5,4,5,4,4.555556
1154,10154,1218,"Colombia",2.012194,"20210427","Boy",2007,3,14,3,5,4,3,2,1,5,5,2,3.333333
1155,10155,1474,"Colombia",0.9481936,"20210427","Girl",2009,2,12,4,5,5,4,2,5,5,5,5,4.444444
1157,10157,1025,"Colombia",0.9880698,"20210427","Girl",2007,1,14,5,5,5,5,5,5,5,5,5,5
1158,10158,1093,"Colombia",1.060338,"20210427","Girl",2007,8,13,4,5,3,4,2,5,5,5,4,4.111111
1160,10160,1098,"Colombia",0.0413506,"20210427","Girl",2007,6,13,5,5,4,2,2,5,5,5,4,4.111111
1161,10161,1497,"Colombia",2.017305,"20210427","Girl",2006,5,14,4,4,4,4,3,4,4,5,3,3.888889
1162,10162,731,"Colombia",0.8074507,"20210427","Boy",2007,7,13,1,5,5,3,1,4,4,4,4,3.444444
1168,10168,874,"Colombia",1.256807,"20210427","Girl",2008,6,12,5,5,5,5,5,4,4,5,4,4.666667
1169,10169,905,"Colombia",0.9594941,"20210427","Girl",2008,10,12,4,5,4,3,2,4,5,5,2,3.777778
1172,10172,1886,"Colombia",0,"20210427","Girl",2007,9,13,5,5,5,3,5,5,5,5,5,4.777778
1179,10179,406,"Colombia",0.9481936,"20210428","Girl",2009,3,12,3,3,3,3,3,3,3,3,3,3
1181,10181,1292,"Colombia",0.9570631,"20210428","Boy",2008,12,12,4,5,3,3,4,2,3,5,3,3.555556
1183,10183,972,"Colombia",0.9880698,"20210428","Girl",2007,2,14,5,5,4,2,4,2,2,5,4,3.666667
1185,10185,349,"Colombia",0.9570631,"20210428","Boy",2008,8,12,5,4,5,3,4,5,4,4,4,4.222222
1188,10188,1899,"Colombia",1.839361,"20210428","Girl",2007,7,13,5,5,5,5,4,5,5,5,4,4.777778
1191,10191,902,"Colombia",1.159971,"20210428","Boy",2006,11,14,4,3,3,4,2,4,4,4,2,3.333333
1192,10192,424,"Colombia",0.7999677,"20210428","Girl",2007,5,13,2,1,5,5,5,5,5,5,5,4.222222
1193,10193,877,"Colombia",0.05094426,"20210428","Boy",2007,1,14,2,4,5,5,3,5,5,5,5,4.333333
1195,10195,761,"Colombia",0.9570631,"20210428","Boy",2008,11,12,5,5,5,4,3,5,4,5,4,4.444444
1196,10196,1288,"Colombia",0.9880698,"20210428","Girl",2006,6,14,5,5,4,4,5,5,5,5,3,4.555556
1197,10197,1179,"Colombia",0.941529,"20210428","Girl",2007,12,13,5,4,2,3,1,2,4,5,5,3.444444
1198,10198,1467,"Colombia",0,"20210428","Girl",2008,9,12,5,5,5,4,3,5,4,5,2,4.222222
1199,10199,978,"Colombia",0.9391435,"20210428","Boy",2007,7,13,4,5,3,5,4,5,2,4,2,3.777778
1201,10201,490,"Colombia",0.9594941,"20210428","Girl",2008,5,12,4,5,5,4,4,5,4,5,4,4.444444
1202,10202,497,"Colombia",0.7999677,"20210428","Girl",2008,3,13,5,4,5,3,5,5,4,5,4,4.444444
1203,10203,892,"Colombia",1.112751,"20210428","Girl",2007,1,14,5,5,5,5,4,4,4,5,4,4.555556
1204,10204,727,"Colombia",0.9880698,"20210428","Girl",2006,9,14,5,5,5,5,4,5,4,4,5,4.666667
1205,10205,1952,"Colombia",1.115985,"20210428","Girl",2008,8,12,5,5,5,4,5,5,5,5,5,4.888889
1208,10208,1061,"Colombia",0.9880698,"20210428","Girl",2006,12,14,1,1,4,1,5,2,5,5,1,2.777778
1209,10209,839,"Colombia",0.9570631,"20210428","Boy",2008,9,12,4,5,4,3,5,4,5,5,4,4.333333
1210,10210,1599,"Colombia",0.9973123,"20210428","Boy",2006,8,14,4,5,3,4,3,3,5,5,5,4.111111
1211,10211,594,"Colombia",1.401571,"20210428","Girl",2007,6,13,4,5,4,5,5,5,5,5,4,4.666667
1213,10213,1387,"Colombia",0.941529,"20210428","Girl",2008,1,13,1,5,5,5,5,5,5,5,5,4.555556
1214,10214,1154,"Colombia",0.9457912,"20210428","Boy",2008,5,12,5,5,5,5,5,5,5,5,2,4.666667
1215,10215,850,"Colombia",0.8074507,"20210428","Boy",2007,6,13,4,5,4,3,4,4,2,3,3,3.555556
1217,10217,1656,"Colombia",0.03504442,"20210428","Boy",2007,6,13,5,5,5,4,2,5,4,5,2,4.111111
1218,10218,363,"Colombia",0.9570631,"20210428","Boy",2008,6,12,5,5,5,5,4,5,5,5,3,4.666667
1220,10220,1327,"Colombia",0.9880698,"20210428","Girl",2006,10,14,5,5,4,4,4,5,5,4,3,4.333333
1221,10221,1616,"Colombia",0.08502159,"20210428","Girl",2008,8,12,5,5,5,5,3,5,4,5,5,4.666667
1222,10222,1060,"Colombia",1.839361,"20210428","Girl",2007,9,13,5,5,5,5,4,5,5,5,4,4.777778
1224,10224,978,"Colombia",0.07173063,"20210428","Girl",2007,11,13,5,5,4,3,3,4,4,4,2,3.777778
1226,10226,794,"Colombia",0.04901245,"20210428","Girl",2008,11,12,2,5,4,4,5,5,5,5,5,4.444444
1227,10227,1313,"Colombia",0.9481936,"20210428","Girl",2008,11,12,5,5,5,5,4,4,5,5,4,4.666667
1228,10228,869,"Colombia",0.8074507,"20210428","Boy",2007,5,13,3,5,4,5,4,4,4,5,2,4
1229,10229,756,"Colombia",1.162917,"20210428","Girl",2006,10,14,5,5,3,5,4,4,3,5,5,4.333333
1230,10230,1946,"Colombia",0.03555215,"20210428","Girl",2007,11,13,4,5,5,5,4,5,5,5,5,4.777778
1231,10231,933,"Colombia",0,"20210428","Girl",2007,7,13,5,5,5,5,5,5,5,5,3,4.777778
1232,10232,2523,"Colombia",0.9880698,"20210428","Girl",2007,2,14,4,4,5,5,2,4,5,5,4,4.222222
1234,10234,1556,"Colombia",1.162917,"20210428","Girl",2007,3,14,3,4,4,4,1,3,3,4,1,3
1235,10235,1039,"Colombia",0.9391435,"20210428","Boy",2008,1,13,5,5,4,5,4,4,5,5,5,4.666667
1236,10236,428,"Colombia",1.115985,"20210428","Girl",2008,11,12,1,2,5,2,2,1,3,4,5,2.777778
1237,10237,1740,"Colombia",2.012194,"20210428","Boy",2007,3,14,4,5,4,4,5,5,5,5,5,4.666667
1239,10239,1171,"Colombia",0.04124583,"20210428","Boy",2007,4,14,4,5,5,5,4,5,5,5,4,4.666667
1240,10240,768,"Colombia",1.159971,"20210428","Boy",2007,2,14,4,5,4,4,4,5,4,5,5,4.444444
1241,10241,1231,"Colombia",0,"20210428","Boy",2008,6,12,5,5,4,5,3,4,4,4,3,4.111111
1242,10242,900,"Colombia",0.9481936,"20210428","Girl",2008,9,12,4,5,4,3,5,4,5,5,4,4.333333
1243,10243,645,"Colombia",0.9880698,"20210428","Girl",2007,1,14,5,5,5,5,2,5,4,5,5,4.555556
1244,10244,529,"Colombia",1.126013,"20210428","Girl",2007,2,14,4,5,5,5,4,3,4,5,5,4.444444
1245,10245,903,"Colombia",1.112751,"20210428","Girl",2006,11,14,5,5,5,5,4,5,2,5,5,4.555556
1248,10248,1335,"Colombia",0.04380052,"20210428","Boy",2007,1,14,3,4,3,3,4,3,4,5,4,3.666667
1251,10251,894,"Colombia",0.9594941,"20210428","Girl",2008,10,12,4,5,5,4,4,5,3,5,5,4.444444
1254,10254,1135,"Colombia",0.941529,"20210428","Girl",2007,10,13,5,5,5,5,5,5,5,5,5,5
1256,10256,571,"Colombia",0.03546207,"20210428","Boy",2007,12,13,4,5,5,5,4,5,5,5,4,4.666667
